id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mntwines,age
2669,1993,Graduation,Single,74293.0,0,0,2014-05-04,66,375,31
455,1946,PhD,Married,51012.0,0,0,2013-04-18,86,102,78
7683,1968,Master,Married,70777.0,0,1,2014-02-25,80,554,56
3428,1991,PhD,Together,68682.0,0,0,2013-10-06,56,919,33
7414,1971,Graduation,Married,43824.0,1,1,2012-09-15,18,96,53
6354,1984,Graduation,Together,15345.0,1,0,2012-08-31,51,5,40
798,1987,Graduation,Single,23442.0,1,0,2012-12-24,71,2,37
8213,1980,2n Cycle,Together,14515.0,1,0,2012-11-09,71,6,44
2488,1956,2n Cycle,Divorced,31395.0,1,1,2013-03-23,80,23,68
9999,1965,Graduation,Together,75276.0,0,0,2012-09-27,2,610,59
7617,1974,Graduation,Single,42373.0,1,1,2013-08-15,83,67,50
615,1960,Graduation,Together,30507.0,0,0,2013-03-11,29,65,64
2552,1955,PhD,Single,55521.0,1,2,2013-10-22,11,416,69
194,1965,Graduation,Married,48006.0,1,1,2014-06-09,55,23,59
3645,1972,PhD,Single,27213.0,1,0,2012-08-30,19,19,52
8890,1971,PhD,Divorced,65808.0,1,1,2014-05-30,1,155,53
5049,1974,PhD,Together,30351.0,1,0,2013-06-06,19,14,50
9973,1963,Graduation,Married,50437.0,0,2,2012-10-17,28,370,61
7301,1982,2n Cycle,Single,23616.0,1,0,2012-11-17,76,4,42
10882,1976,Graduation,Married,53858.0,0,1,2012-11-09,50,407,48
7030,1955,PhD,Married,66465.0,0,1,2013-03-30,1,1200,69
7422,1987,Graduation,Single,46923.0,1,0,2012-08-22,90,85,37
3523,1962,Graduation,Together,75072.0,0,1,2013-01-23,83,583,62
7106,1943,PhD,Married,75865.0,0,0,2014-03-31,73,483,81
6504,1975,2n Cycle,Together,19789.0,1,0,2013-11-20,24,2,49
5067,1994,Graduation,Together,80134.0,0,0,2014-02-14,11,966,30
4216,1981,Graduation,Single,91065.0,0,0,2013-02-22,33,822,43
8581,1971,Master,Married,49505.0,1,1,2013-03-05,4,604,53
5929,1973,PhD,Married,37401.0,1,0,2014-05-06,14,19,51
3129,1983,Graduation,Married,30096.0,1,0,2014-05-22,30,5,41
6528,1982,Master,Together,18492.0,1,0,2014-06-05,75,2,42
1361,1974,Master,Married,82584.0,0,0,2013-06-04,26,1076,50
6932,1941,PhD,Married,93027.0,0,0,2013-04-13,77,1285,83
7284,1953,Graduation,Married,48686.0,1,2,2013-12-04,8,10,71
1340,1986,Graduation,Married,92910.0,0,0,2014-04-24,42,551,38
8746,1989,Graduation,Married,75433.0,1,0,2014-04-05,28,800,35
5987,1989,2n Cycle,Together,10404.0,1,0,2014-05-04,52,2,35
3767,1968,Graduation,Married,61314.0,0,1,2013-04-25,1,378,56
3725,1961,PhD,Single,84865.0,0,0,2013-05-09,1,1248,63
4324,1989,Graduation,Married,42387.0,1,0,2012-10-29,42,235,35
238,1967,2n Cycle,Together,67309.0,1,1,2013-01-23,76,515,57
6694,1964,Graduation,Married,75236.0,0,1,2013-11-25,27,438,60
498,1970,Graduation,Single,30015.0,1,0,2014-02-02,28,25,54
9347,1956,Master,Together,50943.0,0,1,2013-06-21,49,31,68
9699,1966,Graduation,Divorced,67272.0,0,1,2013-12-21,12,357,58
10664,1949,Master,Widow,51529.0,0,1,2013-09-07,14,400,75
5455,1971,PhD,Married,32011.0,1,0,2013-08-22,89,99,53
456,1986,2n Cycle,Married,7500.0,1,0,2013-02-07,96,1,38
5012,1989,Graduation,Married,28691.0,1,0,2013-07-04,56,5,35
7495,1948,PhD,Married,56223.0,0,1,2013-12-20,72,77,76
5029,1946,Graduation,Married,18100.0,0,0,2013-08-06,14,3,78
10642,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,10,35
2106,1974,2n Cycle,Married,20130.0,0,0,2014-03-17,99,0,50
10364,1959,Graduation,Divorced,23295.0,0,0,2013-07-13,72,0,65
5954,1972,Master,Divorced,42618.0,1,0,2013-10-09,92,76,52
1137,1964,Graduation,Single,81246.0,0,0,2013-12-29,87,398,60
2541,1976,Graduation,Married,24027.0,1,0,2013-06-09,7,14,48
1142,1953,PhD,Married,55707.0,0,1,2013-12-22,91,208,71
2276,1955,Graduation,Single,57959.0,0,1,2013-05-02,71,430,69
2807,1969,Graduation,Married,56796.0,0,1,2013-02-16,24,656,55
6471,1971,Master,Single,36230.0,1,0,2013-10-17,17,14,53
6131,1980,2n Cycle,Married,70829.0,1,1,2013-12-01,87,141,44
6233,1976,Graduation,Married,65991.0,0,1,2012-09-07,21,507,48
4148,1972,Graduation,Married,38988.0,1,2,2012-08-20,90,164,52
4947,1966,2n Cycle,Single,89572.0,0,0,2012-09-15,44,606,58
3225,1984,Master,Married,42207.0,1,0,2013-04-01,71,116,40
7540,1952,Graduation,Married,50300.0,0,1,2014-05-25,52,143,72
10648,1982,2n Cycle,Together,66664.0,0,0,2012-09-25,78,398,42
1992,1964,Graduation,Married,60597.0,0,1,2014-01-01,2,522,60
7851,1949,Graduation,Widow,70165.0,0,0,2013-09-22,60,161,75
8594,1958,PhD,Widow,50520.0,0,1,2014-01-28,25,112,66
7059,1963,Graduation,Married,80124.0,0,0,2014-06-26,47,483,61
2815,1975,Graduation,Married,33183.0,1,0,2014-02-24,46,7,49
2416,1969,PhD,Single,66582.0,0,0,2014-03-03,83,789,55
7999,1955,PhD,Together,75261.0,0,0,2013-04-23,17,1239,69
9213,1970,Graduation,Widow,31880.0,1,0,2012-10-31,13,4,54
9697,1951,Graduation,Married,53790.0,0,2,2014-03-06,86,335,73
3916,1971,PhD,Together,49269.0,1,0,2012-08-15,92,639,53
2021,1975,Graduation,Married,61456.0,0,1,2013-03-27,47,563,49
1581,1980,Graduation,Married,37406.0,1,0,2013-10-10,18,2,44
564,1981,PhD,Together,56937.0,1,0,2012-08-04,81,746,43
6619,1978,Graduation,Married,38415.0,1,1,2013-01-02,91,22,46
9081,1988,Graduation,Single,20518.0,1,0,2014-05-18,58,4,36
178,1956,Graduation,Married,62503.0,0,1,2013-02-18,40,478,68
916,1972,PhD,Single,41644.0,1,1,2014-05-09,67,20,52
5512,1977,Master,Married,55842.0,0,1,2014-05-23,19,451,47
8970,1972,PhD,Married,62010.0,0,1,2012-10-23,93,371,52
10581,1977,Graduation,Married,41124.0,1,0,2012-10-31,41,281,47
5300,1973,Master,Married,38961.0,1,0,2013-12-30,60,19,51
5154,1972,Master,Divorced,37760.0,1,0,2013-08-11,54,26,52
8346,1974,Graduation,Single,32233.0,1,0,2012-08-19,26,138,50
1676,1975,Graduation,Married,43057.0,0,1,2013-10-30,30,213,49
9286,1960,Master,Together,83151.0,0,0,2012-10-10,93,407,64
2426,1964,PhD,Divorced,78825.0,0,0,2012-09-14,35,483,60
5172,1976,Master,Together,65104.0,0,1,2013-11-14,4,738,48
5562,1974,Graduation,Married,60093.0,0,1,2013-06-26,92,502,50
3436,1969,Graduation,Married,14045.0,1,0,2014-01-26,24,11,55
3921,1952,2n Cycle,Widow,28457.0,0,0,2012-10-28,96,24,72
3403,1958,PhD,Together,78952.0,0,1,2012-09-24,11,1170,66
22,1976,Graduation,Divorced,46310.0,1,0,2012-12-03,99,185,48
10965,1955,Graduation,Together,76005.0,0,0,2013-02-22,72,983,69
9426,1964,Master,Single,58308.0,0,1,2013-01-12,77,691,60
6605,1944,PhD,Divorced,55614.0,0,0,2013-11-27,85,504,80
3136,1962,Master,Divorced,59432.0,0,1,2013-04-13,88,317,62
8737,1978,Graduation,Divorced,55563.0,0,1,2014-04-05,22,29,46
11088,1971,PhD,Together,78642.0,0,1,2013-04-21,83,1396,53
716,1949,PhD,Together,67911.0,0,1,2014-05-22,63,529,75
466,1944,Graduation,Married,65275.0,0,0,2013-04-03,9,388,80
9135,1950,Graduation,Together,27203.0,1,1,2012-08-06,92,13,74
10623,1961,Master,Together,48330.0,0,1,2013-11-15,2,28,63
8151,1990,Basic,Married,24279.0,0,0,2012-12-29,6,16,34
5140,1985,PhD,Married,64355.0,1,0,2012-08-24,66,1047,39
10160,1956,Master,Together,50943.0,0,1,2013-06-21,49,31,68
4945,1953,Graduation,Widow,53653.0,0,0,2012-11-07,29,815,71
10584,1976,Graduation,Married,65665.0,0,1,2013-12-02,77,225,48
6071,1989,Graduation,Single,81217.0,0,0,2013-07-19,77,493,35
3386,1992,Graduation,Married,34935.0,0,0,2013-06-21,71,34,32
8939,1959,Graduation,Divorced,61250.0,0,1,2012-12-16,49,382,65
9925,1981,PhD,Together,39665.0,1,0,2013-05-25,97,127,43
4320,1979,Graduation,Single,60152.0,0,1,2013-03-28,6,325,45
5389,1964,Graduation,Married,48920.0,0,2,2013-10-20,93,238,60
6036,1959,Master,Together,89120.0,0,0,2014-03-17,78,1168,65
182,1946,PhD,Together,44124.0,0,1,2013-05-11,62,284,78
203,1975,Master,Single,81169.0,0,0,2013-04-14,47,1288,49
11025,1961,Graduation,Married,36443.0,1,1,2013-02-03,9,65,63
10203,1990,Graduation,Single,26095.0,1,0,2013-06-30,77,11,34
4607,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227,65
3711,1944,Master,Married,80184.0,0,0,2014-03-01,19,1035,80
3696,1965,Graduation,Divorced,30630.0,1,1,2014-01-27,67,27,59
2532,1987,Master,Single,73454.0,0,0,2014-03-01,95,982,37
9214,1991,Graduation,Married,42691.0,0,0,2013-08-16,48,179,33
4943,1953,Graduation,Married,70503.0,0,0,2012-09-30,73,1379,71
35,1987,Graduation,Married,25545.0,1,0,2012-09-08,35,32,37
2258,1986,Graduation,Married,32880.0,1,0,2012-12-04,76,8,38
4322,1958,PhD,Together,77863.0,0,0,2013-11-27,20,881,66
713,1977,Master,Married,50353.0,0,0,2014-06-08,72,141,47
4702,1964,Graduation,Single,61839.0,0,0,2012-08-12,20,1000,60
3281,1960,PhD,Married,49154.0,1,1,2013-11-03,69,206,64
702,1975,2n Cycle,Widow,47682.0,0,1,2013-02-15,80,162,49
2004,1969,Graduation,Single,72679.0,0,1,2013-09-18,65,619,55
4769,1977,Master,Together,57954.0,1,1,2014-06-18,52,456,47
4437,1962,Graduation,Married,65316.0,1,1,2013-04-24,65,112,62
8724,1982,Graduation,Single,28567.0,1,0,2013-06-17,57,11,42
10741,1951,Master,Together,47352.0,0,1,2013-04-11,70,172,73
1991,1967,Graduation,Together,44931.0,0,1,2014-01-18,0,78,57
6931,1967,Graduation,Divorced,76982.0,0,0,2014-02-15,19,464,57
11096,1952,2n Cycle,Together,57247.0,0,1,2013-08-08,50,99,72
304,1981,Master,Single,22944.0,1,0,2013-12-23,67,19,43
3665,1977,2n Cycle,Together,25315.0,1,0,2013-11-07,46,1,47
10591,1969,Graduation,Widow,43638.0,0,1,2012-08-06,37,63,55
5036,1984,PhD,Single,42710.0,1,0,2012-11-28,38,252,40
5547,1982,PhD,Married,84169.0,0,0,2013-08-07,9,1478,42
7822,1976,Graduation,Together,54058.0,0,1,2013-06-04,56,198,48
8541,1990,2n Cycle,Married,24683.0,1,0,2014-03-08,98,8,34
10955,1964,Graduation,Widow,85620.0,0,0,2014-01-07,68,416,60
4368,1980,Graduation,Married,47850.0,1,0,2013-12-03,72,42,44
9671,1968,Graduation,Married,19514.0,1,1,2014-01-26,47,14,56
2256,1973,Master,Married,27159.0,1,1,2014-03-29,33,17,51
4279,1963,2n Cycle,Single,39548.0,1,1,2014-03-31,87,15,61
5371,1989,Graduation,Single,21474.0,1,0,2014-04-08,0,6,35
9240,1971,PhD,Single,60504.0,0,1,2014-02-07,73,458,53
9460,1963,Graduation,Married,22419.0,0,0,2013-04-18,74,30,61
9504,1949,Master,Married,81698.0,0,0,2013-11-06,4,179,75
8692,1952,Graduation,Together,43462.0,1,1,2012-09-12,50,90,72
448,1978,PhD,Single,54880.0,1,0,2013-03-01,57,308,46
8314,1982,Graduation,Married,79908.0,0,0,2013-04-05,30,557,42
8420,1970,2n Cycle,Married,15315.0,0,0,2013-08-03,27,7,54
3174,1959,Graduation,Together,87771.0,0,1,2013-05-22,61,1492,65
7685,1978,Graduation,Married,33039.0,1,0,2013-09-09,4,30,46
3179,1980,Graduation,Single,81741.0,0,0,2013-06-16,75,249,44
9780,1971,Master,Together,71499.0,0,1,2013-06-25,12,465,53
10681,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,129,54
10232,1963,PhD,Divorced,48799.0,0,1,2013-11-05,9,174,61
4184,1950,PhD,Together,52157.0,0,1,2014-06-07,48,189,74
9120,1962,Graduation,Single,66565.0,0,1,2012-12-05,80,747,62
891,1951,Master,Together,29298.0,1,1,2013-09-07,60,6,73
10381,1979,Graduation,Single,47691.0,0,1,2013-07-05,43,14,45
3525,1970,Graduation,Together,38200.0,1,1,2012-12-07,19,12,54
6818,1974,Graduation,Married,44989.0,0,1,2012-09-12,26,98,50
3526,1968,PhD,Married,38443.0,1,1,2014-01-27,58,32,56
8181,1978,2n Cycle,Single,38593.0,1,0,2013-09-13,42,51,46
1029,1970,PhD,Together,64413.0,0,1,2013-08-01,27,200,54
7369,1981,Master,Married,36959.0,1,0,2013-10-02,56,25,43
2574,1977,PhD,Married,61996.0,0,1,2013-01-31,27,1050,47
8159,1968,Graduation,Married,51287.0,1,1,2014-04-01,10,117,56
1160,1970,Graduation,Married,13260.0,1,1,2013-08-23,48,9,54
10242,1966,PhD,Together,47472.0,1,1,2013-09-16,39,56,58
5253,1956,Master,Together,54603.0,1,1,2013-07-09,85,145,68
5966,1974,PhD,Married,45207.0,1,1,2012-11-10,64,203,50
5314,1951,Graduation,Together,40689.0,0,1,2013-03-18,69,270,73
5081,1967,2n Cycle,Together,47821.0,1,1,2013-10-20,54,9,57
5123,1951,Master,Married,27450.0,0,0,2013-04-15,57,37,73
5756,1983,Graduation,Together,39453.0,1,0,2014-04-03,64,46,41
8036,1971,2n Cycle,Together,26850.0,1,1,2014-04-18,10,31,53
9058,1955,Graduation,Widow,79800.0,0,0,2012-09-23,65,1060,69
5057,1961,Master,Married,61794.0,0,1,2013-09-14,74,264,63
254,1955,Graduation,Together,53863.0,0,1,2014-05-17,4,399,69
4179,1959,Graduation,Together,24221.0,0,0,2013-08-20,94,8,65
3710,1984,PhD,Single,39684.0,1,0,2012-10-12,41,19,40
7627,1975,Master,Married,92163.0,0,0,2012-12-12,25,817,49
4501,1965,Master,Single,69882.0,0,0,2013-11-10,94,292,59
6424,1977,Graduation,Together,33178.0,1,0,2014-01-30,9,12,47
3075,1972,PhD,Married,59973.0,0,0,2013-09-11,47,130,52
4992,1975,Master,Together,17459.0,1,0,2013-09-19,12,6,49
5252,1969,Graduation,Divorced,23910.0,1,0,2012-10-26,80,16,55
7444,1969,Master,Married,42169.0,1,1,2013-10-19,20,19,55
6919,1978,2n Cycle,Married,26224.0,1,0,2013-06-04,39,4,46
3537,1981,Graduation,Together,31089.0,1,0,2012-08-17,57,31,43
10277,1961,Graduation,Single,30081.0,0,1,2013-02-21,27,36,63
2453,1960,Graduation,Together,62807.0,0,1,2012-08-31,83,526,64
7972,1955,Graduation,Single,72906.0,0,0,2013-09-17,79,400,69
895,1948,PhD,Married,61467.0,0,2,2012-12-09,69,410,76
1177,1966,Master,Together,49618.0,1,1,2013-01-26,77,80,58
7141,1986,Master,Single,21888.0,1,0,2012-12-29,15,88,38
7232,1973,Graduation,Widow,42429.0,0,1,2014-02-11,99,55,51
8477,1956,Graduation,Divorced,26150.0,2,1,2013-03-11,61,5,68
2457,1975,Basic,Married,30801.0,0,1,2012-10-26,23,8,49
988,1965,Graduation,Married,81168.0,0,0,2014-05-07,84,410,59
7930,1969,Master,Single,26877.0,0,0,2013-08-19,74,101,55
4587,1944,Master,Widow,45006.0,0,0,2013-07-18,90,162,80
6682,1973,Basic,Married,18978.0,1,0,2012-12-11,41,2,51
6222,1967,Graduation,Married,22574.0,2,1,2013-10-28,28,25,57
10299,1969,PhD,Single,48240.0,0,0,2012-11-09,73,389,55
3083,1974,Graduation,Married,45837.0,1,1,2013-07-26,88,215,50
8953,1965,Master,Single,35791.0,2,1,2013-05-06,94,27,59
1503,1976,PhD,Together,162397.0,1,1,2013-06-03,31,85,48
8650,1978,Graduation,Widow,54162.0,1,1,2013-03-18,31,5,46
10862,1960,Master,Married,30522.0,0,1,2012-08-17,6,179,64
2782,1961,PhD,Married,54456.0,0,1,2013-07-11,23,352,63
6941,1971,Graduation,Single,31632.0,0,0,2013-07-14,92,17,53
10972,1949,Graduation,Widow,72298.0,0,0,2014-03-10,52,625,75
10708,1978,2n Cycle,Single,36975.0,1,0,2013-12-28,50,10,46
6583,1955,2n Cycle,Married,72635.0,0,0,2013-06-03,54,390,69
3641,1976,Graduation,Married,13624.0,1,0,2013-01-20,93,10,48
10156,1975,Graduation,Single,84196.0,0,1,2013-06-03,56,215,49
4299,1960,Graduation,Together,70971.0,0,1,2012-09-21,28,1001,64
3469,1977,PhD,Divorced,34487.0,1,1,2012-09-06,94,19,47
5063,1977,Graduation,Single,28769.0,1,0,2012-12-18,76,41,47
10727,1970,PhD,Married,69084.0,1,0,2013-11-19,43,1181,54
9624,1958,PhD,Together,65488.0,0,0,2014-06-13,46,603,66
5156,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,129,54
4376,1960,2n Cycle,Single,32218.0,0,0,2014-02-15,27,10,64
8923,1973,Graduation,Single,83917.0,0,0,2013-04-18,12,514,51
8461,1962,Graduation,Divorced,46102.0,2,1,2014-03-10,3,14,62
6945,1952,Graduation,Single,84574.0,0,0,2013-06-04,72,387,72
944,1962,Graduation,Married,56181.0,0,1,2013-01-08,6,121,62
1907,1950,Master,Divorced,63120.0,0,1,2012-09-28,53,965,74
701,1971,Graduation,Married,73691.0,0,1,2013-11-06,58,707,53
3856,1960,Graduation,Together,63381.0,0,1,2012-10-05,78,571,64
4149,1948,PhD,Together,76140.0,0,0,2014-05-13,57,586,76
2131,1959,PhD,Divorced,62859.0,0,1,2012-12-30,37,1063,65
2942,1964,Graduation,Single,45906.0,0,1,2013-05-07,20,305,60
1173,1947,Master,Together,77632.0,0,0,2013-03-10,73,1200,77
4381,1971,PhD,Married,46463.0,1,1,2013-08-18,56,163,53
4611,1970,Graduation,Together,105471.0,0,0,2013-01-21,36,1009,54
3376,1970,Master,Divorced,55282.0,1,0,2013-12-13,9,125,54
4679,1977,Master,Married,78710.0,0,1,2014-05-23,42,721,47
10928,1958,Graduation,Together,66886.0,0,1,2013-09-16,28,315,66
4248,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,64
6728,1985,Graduation,Together,29103.0,1,0,2012-08-27,38,16,39
6661,1974,Graduation,Married,67445.0,0,1,2012-08-12,63,757,50
4725,1950,PhD,Together,50616.0,0,1,2014-04-13,71,30,74
3277,1955,Graduation,Divorced,49431.0,0,1,2012-08-03,9,219,69
5555,1975,Graduation,Divorced,153924.0,0,0,2014-02-07,81,1,49
2564,1953,Graduation,Together,61278.0,0,1,2014-01-04,87,111,71
946,1958,2n Cycle,Together,26490.0,0,0,2012-09-22,92,45,66
3867,1947,PhD,Together,73059.0,0,1,2013-08-31,36,410,77
6940,1966,PhD,Single,46734.0,1,2,2013-10-21,86,100,58
55,1963,Graduation,Together,56253.0,0,1,2012-12-07,83,509,61
7093,1985,Graduation,Married,19986.0,1,0,2013-11-14,74,3,39
5084,1975,Graduation,Widow,58330.0,0,1,2013-12-25,87,445,49
1777,1980,Basic,Married,25965.0,0,0,2012-09-07,29,2,44
8162,1956,Master,Together,14661.0,0,0,2013-01-01,88,4,68
10826,1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,65
8754,1974,PhD,Together,45068.0,0,1,2013-05-16,25,14,50
1987,1987,Basic,Single,21063.0,1,0,2013-09-25,34,1,37
11007,1968,PhD,Married,29187.0,1,0,2013-05-09,43,26,56
7426,1971,2n Cycle,Married,54690.0,1,1,2013-11-07,76,111,53
9153,1964,PhD,Married,59304.0,0,1,2013-07-29,81,418,60
10379,1962,Master,Single,59247.0,0,2,2013-11-08,87,327,62
9204,1970,Graduation,Widow,66731.0,0,1,2012-09-12,33,371,54
3197,1980,Graduation,Married,77353.0,0,1,2013-12-16,38,275,44
2920,1975,PhD,Single,52614.0,0,1,2012-12-01,63,789,49
6961,1974,Graduation,Married,26751.0,2,0,2014-05-22,26,1,50
4673,1963,PhD,Married,81300.0,0,1,2012-10-30,17,1004,61
9937,1979,Graduation,Single,70337.0,0,0,2014-01-02,75,187,45
8779,1985,2n Cycle,Married,36145.0,1,0,2013-06-16,13,56,39
9596,1980,PhD,Single,65295.0,0,0,2013-12-23,19,365,44
2891,1963,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,61
4910,1967,Graduation,Divorced,68743.0,0,0,2012-08-30,81,1132,57
75,1982,2n Cycle,Together,41039.0,0,0,2013-07-25,32,34,42
10120,1955,Graduation,Together,38946.0,0,1,2013-10-24,84,116,69
6327,1967,Graduation,Together,65777.0,0,0,2013-12-19,87,565,57
10142,1976,PhD,Divorced,66476.0,0,1,2013-03-07,99,372,48
9826,1972,PhD,Single,86857.0,0,0,2012-09-12,96,899,52
1501,1982,PhD,Married,160803.0,0,0,2012-08-04,21,55,42
10767,1989,PhD,Together,77845.0,0,0,2014-05-16,40,760,35
7279,1969,PhD,Together,69476.0,0,0,2013-09-30,3,260,55
7230,1960,PhD,Divorced,50611.0,0,1,2012-10-04,98,459,64
143,1970,Graduation,Single,61209.0,0,0,2013-08-25,73,466,54
450,1958,Master,Together,42315.0,0,1,2013-07-12,90,67,66
9316,1952,Basic,Together,13084.0,0,0,2013-11-02,29,2,72
6379,1949,Master,Widow,47570.0,1,1,2013-05-29,3,67,75
9239,1961,Master,Married,61923.0,0,2,2013-07-26,94,92,63
8315,1995,Graduation,Single,34824.0,0,0,2014-03-26,65,4,29
2868,1949,PhD,Single,26518.0,1,1,2013-04-08,33,20,75
10888,1961,Graduation,Single,45938.0,0,0,2013-11-03,46,273,63
1277,1960,Graduation,Together,78468.0,0,0,2014-04-09,29,434,64
9977,1973,Graduation,Divorced,78901.0,0,1,2013-09-17,99,321,51
10196,1978,Graduation,Married,71427.0,2,0,2014-03-12,26,212,46
6384,1978,Graduation,Divorced,71022.0,0,1,2014-02-11,30,909,46
8029,1988,Master,Single,90247.0,0,0,2014-04-29,27,1184,36
968,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,56
6988,1986,Graduation,Married,71952.0,1,0,2013-01-10,93,656,38
4472,1970,PhD,Divorced,35682.0,1,0,2014-06-27,34,23,54
6991,1951,Graduation,Divorced,43185.0,0,1,2013-04-10,88,537,73
3336,1948,PhD,Together,66375.0,0,1,2013-11-21,96,712,76
4301,1971,Master,Married,35178.0,1,0,2013-01-10,10,23,53
1940,1986,Graduation,Married,25252.0,1,0,2013-07-12,26,1,38
1272,1965,Master,Single,55250.0,0,1,2012-10-21,49,664,59
1388,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6,49
1044,1953,Graduation,Together,58398.0,0,0,2013-05-14,44,299,71
6969,1982,Graduation,Together,50272.0,1,0,2013-08-07,75,99,42
10479,1975,PhD,Married,76618.0,0,0,2012-12-07,64,749,49
3619,1960,2n Cycle,Divorced,87305.0,0,0,2012-09-23,19,345,64
1715,1978,Graduation,Together,25851.0,1,0,2013-02-11,45,9,46
10159,1970,Graduation,Divorced,58710.0,0,1,2013-03-31,77,440,54
1463,1958,Graduation,Single,45160.0,1,1,2014-03-29,9,8,66
5114,1965,Master,Married,74806.0,0,1,2012-12-19,1,670,59
4990,1954,Graduation,Married,59111.0,0,0,2013-05-02,90,524,70
4329,1984,PhD,Married,18988.0,1,0,2014-05-23,43,6,40
10936,1965,Graduation,Married,72190.0,0,0,2013-02-13,79,597,59
4692,1976,Graduation,Married,7500.0,1,0,2012-08-01,19,7,48
7212,1966,Graduation,Married,44794.0,0,1,2014-06-08,99,54,58
6086,1955,Graduation,Married,80395.0,0,0,2013-11-23,62,445,69
437,1976,Master,Divorced,75012.0,0,0,2014-01-25,41,294,48
11171,1965,Master,Married,56962.0,2,1,2013-10-11,60,292,59
11101,1991,Graduation,Together,89891.0,0,0,2013-04-15,17,412,33
5329,1949,PhD,Divorced,35946.0,1,1,2013-09-27,24,8,75
610,1953,PhD,Together,53593.0,1,1,2012-08-07,60,349,71
9384,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328,46
5956,1948,PhD,Divorced,45072.0,1,2,2013-10-16,74,144,76
10430,1973,Graduation,Divorced,89694.0,1,1,2013-10-09,22,1126,51
7875,1949,Graduation,Married,72025.0,0,0,2014-04-29,46,967,75
7072,1973,Graduation,Married,67432.0,0,1,2013-03-29,69,432,51
6255,1952,Master,Together,70545.0,0,1,2014-06-03,29,138,72
6516,1989,Basic,Married,17487.0,1,0,2013-03-18,37,0,35
5564,1969,Graduation,Together,62882.0,0,1,2012-08-09,26,509,55
5682,1953,PhD,Single,64108.0,0,1,2013-03-23,8,948,71
7458,1956,Master,Together,34941.0,1,1,2013-03-06,26,39,68
5237,1950,PhD,Single,48767.0,1,2,2014-01-01,79,28,74
7761,1978,2n Cycle,Together,38702.0,1,0,2013-08-01,71,13,46
5278,1964,Graduation,Married,82224.0,0,0,2014-01-25,83,307,60
3560,1952,Graduation,Together,83844.0,0,0,2013-05-12,57,901,72
7235,1975,2n Cycle,Married,17003.0,1,0,2013-12-09,37,2,49
10548,1995,Graduation,Single,71163.0,0,0,2014-03-09,30,283,29
2281,1970,Graduation,Single,33697.0,1,0,2013-09-15,34,4,54
4073,1954,2n Cycle,Married,63564.0,0,0,2014-01-29,0,769,70
6974,1972,PhD,Together,83443.0,0,0,2013-12-31,89,518,52
7938,1958,PhD,Together,51518.0,0,1,2013-10-03,92,350,66
7094,1975,Graduation,Widow,58330.0,0,1,2013-12-25,87,445,49
3667,1969,Graduation,Married,80952.0,0,0,2013-02-28,20,778,55
7723,1979,Graduation,Together,75507.0,0,0,2014-05-02,56,709,45
3870,1978,2n Cycle,Together,63855.0,0,0,2013-02-09,28,359,46
4012,1972,PhD,Together,62220.0,0,1,2012-08-11,55,799,52
5909,1964,Graduation,Married,58512.0,0,1,2013-09-19,25,895,60
10470,1979,Master,Married,40662.0,1,0,2013-03-15,0,40,45
6488,1959,PhD,Married,38829.0,0,1,2014-04-06,86,76,65
10270,1981,2n Cycle,Married,35523.0,1,0,2013-10-03,8,11,43
6887,1967,Graduation,Single,79146.0,1,1,2014-04-24,33,245,57
6406,1988,Master,Married,78285.0,0,0,2013-10-28,13,647,36
7573,1978,PhD,Single,31626.0,1,0,2013-05-10,12,39,46
4508,1952,Graduation,Single,75127.0,0,0,2014-05-22,92,203,72
221,1955,Graduation,Married,48726.0,0,1,2013-04-27,90,138,69
5331,1977,Graduation,Married,74985.0,0,0,2012-09-11,8,587,47
1911,1987,Graduation,Together,67430.0,0,0,2012-09-05,6,595,37
20,1965,2n Cycle,Married,46891.0,0,1,2013-09-01,91,43,59
8786,1956,Master,Married,62058.0,0,1,2013-05-26,52,301,68
10582,1979,Graduation,Married,72063.0,0,1,2013-07-03,3,180,45
1915,1951,PhD,Married,78939.0,0,0,2013-12-12,57,794,73
8897,1965,Graduation,Single,42720.0,1,1,2013-04-24,9,392,59
2371,1972,Graduation,Married,33622.0,1,1,2013-04-13,22,39,52
4303,1957,PhD,Together,6835.0,0,1,2012-12-08,76,107,67
6825,1953,Graduation,Together,41452.0,1,1,2013-03-06,86,13,71
1072,1965,PhD,Single,40760.0,0,1,2013-08-30,64,70,59
4964,1958,PhD,Together,74250.0,0,0,2014-01-26,90,680,66
2461,1955,Master,Single,51124.0,1,1,2013-12-18,79,26,69
10736,1971,Graduation,Single,72258.0,0,1,2013-09-12,28,522,53
3194,1974,PhD,Single,71466.0,0,0,2014-04-05,86,412,50
